District name,State name,gender_ratio,hindu_pct,muslim_pct,christian_pct,sikh_pct,buddhist_pct,youth_pct,working_pct,elderly_pct,pop_log,literacy_rate,literacy_class
Udhampur,JAMMU AND KASHMIR,0.8699963609898108,0.8811841761489049,0.10769840626323234,0.003535230681910322,0.006158725010585872,0.0001909961530491815,0.6110885879798553,0.25367352270782095,0.1347009378631855,13.226698167185186,0.6489310521905998,Medium
Reasi,JAMMU AND KASHMIR,0.8903346729864653,0.4890821090231896,0.49663612644478133,0.003838978984132432,0.00987393021829426,4.7669441028134504e-05,0.6481995252123673,0.22489488888253295,0.12630177298540998,12.659273393738687,0.5446201857837015,Low
Jammu,JAMMU AND KASHMIR,0.8799686909037737,0.8426636548192826,0.07025617696694941,0.007911328284828734,0.07468963200297002,0.0003071979753692585,0.5338885119722241,0.2849065137735807,0.1801258596641215,14.240751495623941,0.8246494348210865,High
Samba,JAMMU AND KASHMIR,0.8855869066483764,0.8633199330193353,0.07196658492684181,0.007231152280666546,0.05632208417738587,0.0001505183475594077,0.5559050229226901,0.2767217103901561,0.16626632967281074,12.672629717213992,0.7941567523157875,Medium
Chamba,HIMACHAL PRADESH,0.9863768559620388,0.9242929798874933,0.06252408106650227,0.0030033906141635203,0.005288202203899206,0.0033520844571164367,0.5905737073283501,0.25161054172767205,0.1571357016259536,13.15981521933463,0.7022135316328889,Medium
Kangra,HIMACHAL PRADESH,1.0118479971116094,0.9675943247851928,0.0131099448702879,0.002001887323477311,0.005912951343476317,0.009609456483949473,0.5076443223018724,0.2775835637302783,0.21152591758687483,14.227670538650367,0.8199480158270285,High
Lahul AND Spiti,HIMACHAL PRADESH,0.9028213166144201,0.3690596882524395,0.002344443036370549,0.006716512482575086,0.0011088581928779622,0.6200735014573565,0.5046255227474338,0.2908693448232163,0.1964263084526676,10.359804190801727,0.7935939678114308,Medium
Kullu,HIMACHAL PRADESH,0.9423336231215513,0.949226198496014,0.006791458382335814,0.0035807016622402678,0.0031879206125557486,0.03511508256394681,0.5588612089892053,0.2751979319621012,0.1650639525191652,12.989754987253365,0.7644775212775432,Medium
Mandi,HIMACHAL PRADESH,1.0073223374459157,0.9816309036915232,0.00946211005054127,0.0008761953915723207,0.004081910265989316,0.002628586174716962,0.5244019416329841,0.27938330247645227,0.19470441908545605,13.815288533318627,0.7813812480183081,Medium
Hamirpur,HIMACHAL PRADESH,1.0950292532362833,0.988222566231573,0.008160204763747668,0.0005343383879252717,0.0012995637335960315,0.00020889772367448898,0.4926555958202864,0.2725367659993667,0.23449539105653872,13.027544876706019,0.8404659078914963,High
Una,HIMACHAL PRADESH,0.9764460051878707,0.9212641483729971,0.027390137248092285,0.0007483119808585633,0.0499047341285907,0.00010744992545661421,0.5242462675541519,0.27313579176204444,0.20215552225460642,13.16383923810749,0.8316585855368562,High
Bilaspur,HIMACHAL PRADESH,0.981469569006661,0.9738634816575731,0.018284828619003237,0.0006178722156478756,0.0062494109269130476,0.00029584559478055064,0.5070505503251683,0.28109782278587064,0.21074940569070783,12.85306331580772,0.8275612897820691,High
Solan,HIMACHAL PRADESH,0.8795545968635224,0.9453043148607665,0.02529294182519989,0.00250206782464847,0.023997105045492143,0.0009891094568513924,0.5540615522470361,0.288061759029501,0.15647918389853874,13.271336677702452,0.8206437827405569,High
Sirmaur,HIMACHAL PRADESH,0.9177564072402448,0.8999254513027148,0.06268696152721027,0.0010889771730001605,0.029255173585226148,0.004991931754914081,0.5855262288739372,0.2582574477923205,0.15564824338734182,13.180360550498477,0.7348595370431533,Medium
Shimla,HIMACHAL PRADESH,0.9151419046252226,0.9722841242736576,0.014508421272465941,0.002487684426481247,0.004971683394552892,0.004007321777373742,0.5229923465313694,0.2972395916512082,0.17883932629820273,13.609729158406884,0.8309897912802054,High
Kinnaur,HIMACHAL PRADESH,0.8188717593893922,0.7695105859416792,0.005325661844248166,0.0057655044519204475,0.002960021873254003,0.21499982168542933,0.5035603475945365,0.3161992843641897,0.17920614353134176,11.340023405092728,0.7985758609621855,Medium
Gurdaspur,PUNJAB,0.8953412330521509,0.4674416955319161,0.012037907639613753,0.07683297778423659,0.43635033021903363,0.0001762154405625319,0.5488440919748878,0.2659996005783347,0.18417820297669213,14.647690719619478,0.7920135681538235,Medium
Kapurthala,PUNJAB,0.9121439512468597,0.4123370887964199,0.012500490696396326,0.00667960469498312,0.5565625736044595,0.008172548480803957,0.5315849002904922,0.2727339640417681,0.19362021080317185,13.61115073268967,0.7853264603124754,Medium
Jalandhar,PUNJAB,0.9154461492249026,0.6356379268687403,0.013782429715671571,0.011860010302745727,0.32748280216448833,0.005190122128565502,0.5284287401018422,0.28101468369203,0.18984814846894815,14.601050484937131,0.8232080744350585,High
Hoshiarpur,PUNJAB,0.9610793800684007,0.6307369416213661,0.014552272906326321,0.009433861183329393,0.33921563066256993,0.0021908138343969116,0.5242202788938786,0.2664662412353266,0.20841156542976444,14.277120306958931,0.814245332072796,High
Shahid Bhagat Singh Nagar,PUNJAB,0.9544449090462223,0.6554980320425928,0.011152847413891656,0.002415443157877546,0.31501200372360405,0.009611144681615521,0.5203197726641734,0.26670314056605315,0.20955071777367673,13.32499560235449,0.7823406444448073,Medium
Fatehgarh Sahib,PUNJAB,0.8708614535762714,0.25468247792682985,0.02800572511134475,0.002829231392138469,0.7123414805644467,7.997827256928534e-05,0.5348846896593092,0.2778928391120412,0.18499640930880445,13.304958230182867,0.7628744191161401,Medium
Ludhiana,PUNJAB,0.8731711260638093,0.42941271126540165,0.022211716849985096,0.0047208437096908345,0.532594171785892,0.0005736352440121998,0.5434895257977231,0.28011406395275557,0.17556553947007764,15.067913461644086,0.8193692070200149,High
Moga,PUNJAB,0.8933411925768178,0.15909077214470357,0.009428107167892214,0.003290999913632593,0.8224195728629591,0.00017876044694128824,0.5376953560446138,0.2599317496630667,0.19560008275202712,13.811248488234934,0.6923552793583906,Medium
Firozpur,PUNJAB,0.893434063960091,0.4467101741976882,0.00337296717616016,0.009540312477514374,0.5375925175720551,0.00022374738427479728,0.577490027470659,0.25896492685826145,0.16325624398124464,14.523090582146486,0.6476870730195153,Medium
Muktsar,PUNJAB,0.8962453376841273,0.2826489972236267,0.004804323336615308,0.001863851264447342,0.7080916203198595,0.00026610606987945395,0.5490289345999982,0.269019931344634,0.17995090343010725,13.712255601837146,0.6220340260961352,Medium
